CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,PRODUCCION_HISTORICA_MEDIA,temperature_mean,temperature_max,temperature_min,precip24Hour_mean,precip24Hour_sum,relativeHumidity_mean
18,38272,44,7,630.0,87,1,0,0,1.06,4380.0,6598.700666666667,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
18,38272,44,7,630.0,17,1,0,1,1.06,7470.0,6460.031875,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
18,38272,44,7,630.0,81,1,0,1,1.06,11420.0,6519.441764705882,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
19,38272,44,7,630.0,71,1,0,1,1.06,1178.205,6791.695,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
19,38272,44,7,630.0,87,1,0,0,1.06,3740.0,6496.248157894736,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
19,38272,44,7,630.0,17,1,0,1,1.06,5020.0,6358.43575,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
19,38272,44,7,630.0,81,1,0,1,1.06,11430.0,6294.700714285714,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
20,38272,44,7,630.0,71,1,0,1,1.06,498.528,6528.123409090909,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
20,38272,44,7,630.0,87,1,0,0,1.63,2960.0,6265.967086956522,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
20,38272,44,7,630.0,17,1,0,1,1.4393,7580.0,6128.218458333333,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
20,38272,44,7,630.0,81,1,0,1,2.95,9200.0,6186.28972,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
21,38272,44,7,630.0,71,1,0,1,1.06,,6302.201653846153,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
21,38272,44,7,630.0,87,1,0,0,1.63,,6302.201653846153,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
21,38272,44,7,630.0,17,1,0,1,1.4393,,6302.201653846153,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
21,38272,44,7,630.0,81,1,0,1,2.95,,6302.201653846153,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
14,38443,939,16,610.0,17,1,0,1,1.1093,5940.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38443,939,16,610.0,17,1,0,1,1.1093,4525.16,5940.0,26.95,37.2,15.9,0.0,0.0,45.45625
16,38443,939,16,610.0,17,1,0,1,1.1093,5220.29,5232.58,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,38443,939,16,610.0,17,1,0,1,1.1093,2800.965,5228.483333333334,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,38443,939,16,610.0,17,1,0,1,1.1093,5526.61,4621.60375,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,38443,939,16,610.0,17,1,0,1,1.1093,3822.0,4802.6050000000005,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,38443,939,16,610.0,17,1,0,1,1.1093,4368.0,4639.170833333334,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,38443,939,16,610.0,17,1,0,1,1.1093,,4600.432142857143,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,38454,990,18,665.0,32,2,0,1,1.0169,2820.3,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38454,990,18,665.0,32,2,0,1,1.0169,5803.8,2820.3,26.24375,36.8,15.7,0.0,0.0,46.8
16,38454,990,18,665.0,32,2,0,1,1.0169,5288.7,4312.05,15.411231674939398,40.6,-3.9,1.558188958188958,13490.8,72.62255309325947
17,38454,990,18,665.0,32,2,0,1,1.0169,3238.5,4637.599999999999,15.495925628371399,39.5,-5.8,2.5518650292666134,22234.4,70.23158498794905
18,38454,990,18,665.0,32,2,0,1,1.0169,4115.7,4287.825,14.726780398442866,37.8,-4.3,1.1095832379207695,9691.1,66.47766201053355
19,38454,990,18,665.0,32,2,0,1,1.0169,3707.7,4253.4,14.773151217281976,36.9,-6.3,1.3796090981826494,12070.2,65.62450565778947
20,38454,990,18,665.0,32,2,0,1,1.0169,4289.1,4162.45,15.627292402323727,38.2,-0.8,1.620913543683791,14230.0,67.8300261988837
21,38454,990,18,665.0,32,2,0,1,1.0169,,4180.542857142857,15.382373771989947,39.9,-4.4,0.814781814027873,7132.6,65.23698880511766
14,38481,284,5,650.0,59,1,0,1,2.3103,14483.7,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38481,284,5,650.0,59,1,0,1,2.3103,6853.0,14483.7,26.325,37.0,15.6,0.0,0.0,46.94375
16,38481,284,5,650.0,59,1,0,1,2.3103,8470.0,10668.35,15.465358420870368,40.8,-3.9,1.512843612843613,13098.2,72.79728762696213
17,38481,284,5,650.0,59,1,0,1,2.3103,2544.664,9935.566666666668,15.549431883392632,39.6,-6.4,2.445736256168943,21309.7,70.25519338918856
18,38481,284,5,650.0,59,1,0,1,2.3103,2580.204,8087.841,14.773505839248912,38.6,-5.2,1.1032745591939546,9636.0,66.50934279825967
19,38481,284,5,650.0,59,1,0,1,2.3103,4613.092,6986.3135999999995,14.761641330437765,37.4,-7.4,1.3924105612069952,12182.2,66.03196936792776
20,38481,284,5,650.0,59,1,0,1,2.3103,1570.868,6590.776666666668,15.630265406082698,38.6,-1.1,1.5465087139765348,13576.8,68.23233853514067
20,38481,284,5,650.0,81,1,0,1,1.1017,2470.0,5873.646857142857,15.630265406082698,38.6,-1.1,1.5465087139765348,13576.8,68.23233853514067
21,38481,284,5,650.0,59,1,0,1,2.3103,,5448.191,15.463022618231664,40.0,-4.5,0.701507882111035,6141.0,65.25177061914553
21,38481,284,5,650.0,81,1,0,1,1.1017,,5448.191,15.463022618231664,40.0,-4.5,0.701507882111035,6141.0,65.25177061914553
14,38512,513,18,622.5,17,2,0,1,4.99,30336.3,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38512,513,18,622.5,17,2,0,1,4.99,20105.8,30336.3,26.24375,36.8,15.7,0.0,0.0,46.8
16,38512,513,18,622.5,17,2,0,1,4.99,36115.31,25221.05,15.411231674939398,40.6,-3.9,1.558188958188958,13490.8,72.62255309325947
17,38512,513,18,622.5,17,2,0,1,4.99,22364.79,28852.47,15.495925628371399,39.5,-5.8,2.5518650292666134,22234.4,70.23158498794905
18,38512,513,18,622.5,17,2,0,1,4.99,25718.94,27230.55,14.726780398442866,37.8,-4.3,1.1095832379207695,9691.1,66.47766201053355
19,38512,513,18,622.5,17,2,0,1,4.99,32319.225,26928.227999999996,14.773151217281976,36.9,-6.3,1.3796090981826494,12070.2,65.62450565778947
20,38512,513,18,622.5,17,2,0,1,4.99,13393.86,27826.727499999997,15.627292402323727,38.2,-0.8,1.620913543683791,14230.0,67.8300261988837
21,38512,513,18,622.5,17,2,0,1,4.99,,25764.889285714286,15.382373771989947,39.9,-4.4,0.814781814027873,7132.6,65.23698880511766
14,38557,732,7,590.0,59,1,0,1,0.2297,1390.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38557,732,7,590.0,59,1,0,1,0.2297,1170.0,1390.0,26.565625,36.4,16.2,0.0,0.0,44.759375
16,38557,732,7,590.0,59,1,0,1,0.2297,1050.0,1280.0,15.705425372272884,40.9,-4.0,1.2759066759066757,11046.8,71.1683056325023
17,38557,732,7,590.0,59,1,0,1,0.2297,710.0,1203.3333333333333,15.736726730173306,39.3,-5.3,2.30067714908757,20045.8,69.43474119132331
18,38557,732,7,590.0,59,1,0,1,0.2297,1150.0,1080.0,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
19,38557,732,7,590.0,59,1,0,1,0.2297,1150.0,1094.0,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
20,38557,732,7,590.0,59,1,0,1,0.2297,810.0,1103.3333333333333,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
21,38557,732,7,590.0,59,1,0,1,0.2297,,1061.4285714285713,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
14,38645,123,19,515.0,68,1,0,0,0.49,2970.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38645,123,19,515.0,68,1,0,0,0.49,4620.0,2970.0,26.740625,37.0,16.3,0.0,0.0,46.434375
16,38645,123,19,515.0,68,1,0,0,0.49,3056.0,3795.0,16.03179037285005,41.4,-3.6,1.329071379071379,11507.1,71.71724376731301
17,38645,123,19,515.0,68,1,0,0,0.49,2670.0,3548.6666666666665,16.13244577068748,39.9,-5.1,2.324101916676231,20249.9,69.66391598760472
18,38645,123,19,515.0,68,1,0,0,0.49,5020.0,3329.0,15.433879093198993,38.9,-3.6,1.053629493931761,9202.4,65.88928326081978
19,38645,123,19,515.0,68,1,0,0,0.49,4246.0,3667.2,15.516790490341753,37.8,-6.0,1.483072351125843,12975.4,65.21772774031318
20,38645,123,19,515.0,68,1,0,0,0.49,1468.0,3763.6666666666665,16.34114363822759,39.0,-0.8,1.5009454379769904,13176.8,67.77515662376125
21,38645,123,19,515.0,68,1,0,0,0.49,,3435.714285714286,16.10098240804204,40.8,-4.1,0.6585103952478867,5764.6,65.2077678775417
14,38681,559,16,700.0,59,1,0,1,2.013418139750116,3340.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38681,559,16,700.0,59,1,0,1,2.013418139750116,1430.0,3340.0,26.95,37.2,15.9,0.0,0.0,45.45625
16,38681,559,16,700.0,59,1,0,1,2.013418139750116,4060.0,2385.0,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
14,38764,441,12,462.5,59,1,0,1,2.013418139750116,4307.8,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38764,441,12,462.5,59,1,0,1,2.013418139750116,3954.2,4307.8,26.9375,36.5,16.8,0.0,0.0,44.290625
16,38764,441,12,462.5,59,1,0,1,2.013418139750116,4522.0,4131.0,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
17,38764,441,12,462.5,59,1,0,1,2.013418139750116,1614.416,4261.333333333333,16.124870882589235,39.5,-4.9,2.5008263514288993,21789.7,69.32069321703202
18,38764,441,12,462.5,59,1,0,1,2.013418139750116,2485.748,3599.604,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
19,38764,441,12,462.5,59,1,0,1,2.013418139750116,603.52,3376.8328,15.551708766716196,37.7,-5.7,1.5205394902274547,13303.2,64.97092239113042
14,38795,464,14,655.0,40,2,0,1,2.18,28.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38795,464,14,655.0,40,2,0,1,2.18,423.64,28.0,26.8,35.5,16.9,0.0,0.0,41.1875
16,38795,464,14,655.0,40,2,0,1,2.18,3461.388,225.82,14.905910192773865,39.7,-4.3,1.4217833217833218,12309.8,72.59419436749769
17,38795,464,14,655.0,40,2,0,1,2.18,1617.308,1304.3426666666667,14.675714449672903,37.9,-6.0,2.384781361184437,20778.6,70.2773671525307
18,38795,464,14,655.0,40,2,0,1,2.18,4448.22,1382.5839999999998,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
19,38795,464,14,655.0,40,2,0,1,2.18,4485.6,1995.7112000000002,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
20,38795,464,14,655.0,40,2,0,1,2.18,15027.936,2410.692666666667,14.742134639480579,37.1,-2.9,1.422690511447773,12489.8,67.97464403690626
21,38795,464,14,655.0,40,2,0,1,2.18,,4213.156,14.366997943797122,39.2,-5.8,0.7119031299977153,6232.0,65.58618917066484
14,38910,449,15,625.0,81,1,0,1,2.7024550116550117,1000.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,38910,449,15,625.0,81,1,0,1,2.7024550116550117,8410.0,1000.0,26.759375,36.0,16.5,0.0,0.0,43.0125
16,38910,449,15,625.0,81,1,0,1,2.7024550116550117,7030.0,4705.0,15.261399053445688,40.2,-4.0,1.4003811503811503,12124.5,72.45013850415512
14,39040,987,19,490.0,81,2,0,1,2.5438,9500.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39040,987,19,490.0,81,2,0,1,2.5438,21950.0,9500.0,26.740625,37.0,16.3,0.0,0.0,46.434375
16,39040,987,19,490.0,81,2,0,1,2.5438,23970.0,15725.0,16.03179037285005,41.4,-3.6,1.329071379071379,11507.1,71.71724376731301
17,39040,987,19,490.0,81,2,0,1,2.5438,16700.0,18473.333333333332,16.13244577068748,39.9,-5.1,2.324101916676231,20249.9,69.66391598760472
18,39040,987,19,490.0,81,2,0,1,2.5438,25420.0,18030.0,15.433879093198993,38.9,-3.6,1.053629493931761,9202.4,65.88928326081978
19,39040,987,19,490.0,81,1,0,1,2.5438,800.0,19508.0,15.516790490341753,37.8,-6.0,1.483072351125843,12975.4,65.21772774031318
19,39040,987,19,490.0,81,2,0,1,2.5438,30230.0,16390.0,15.516790490341753,37.8,-6.0,1.483072351125843,12975.4,65.21772774031318
20,39040,987,19,490.0,81,2,0,1,2.5438,23420.4684,18367.14285714286,16.34114363822759,39.0,-0.8,1.5009454379769904,13176.8,67.77515662376125
21,39040,987,19,490.0,81,2,0,1,2.5438,,18998.80855,16.10098240804204,40.8,-4.1,0.6585103952478867,5764.6,65.2077678775417
14,39081,700,16,605.0,17,1,0,1,1.44,3915.1,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39081,700,16,605.0,17,1,0,1,1.44,2642.31,3915.1,26.95,37.2,15.9,0.0,0.0,45.45625
16,39081,700,16,605.0,17,1,0,1,1.44,2387.97,3278.705,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,39081,700,16,605.0,17,1,0,1,1.44,4314.36,2981.793333333333,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,39081,700,16,605.0,17,1,0,1,1.44,4931.37,3314.935,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,39081,700,16,605.0,17,1,0,1,1.44,5124.48,3638.222,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,39081,700,16,605.0,17,1,0,1,1.44,3598.44,3885.931666666667,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
14,39112,266,18,655.0,32,2,0,1,5.89,44650.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39112,266,18,655.0,32,2,0,1,5.89,50647.5,44650.0,26.24375,36.8,15.7,0.0,0.0,46.8
16,39112,266,18,655.0,32,2,0,1,5.89,30634.5,47648.75,15.411231674939398,40.6,-3.9,1.558188958188958,13490.8,72.62255309325947
17,39112,266,18,655.0,32,2,0,1,5.89,27293.5,41977.333333333336,15.495925628371399,39.5,-5.8,2.5518650292666134,22234.4,70.23158498794905
18,39112,266,18,655.0,32,2,0,1,5.89,31434.0,38306.375,14.726780398442866,37.8,-4.3,1.1095832379207695,9691.1,66.47766201053355
19,39112,266,18,655.0,32,2,0,1,5.89,19662.5,36931.9,14.773151217281976,36.9,-6.3,1.3796090981826494,12070.2,65.62450565778947
20,39112,266,18,655.0,32,2,0,1,5.89,22126.0,34053.666666666664,15.627292402323727,38.2,-0.8,1.620913543683791,14230.0,67.8300261988837
21,39112,266,18,655.0,32,2,0,1,5.89,,32349.714285714286,15.382373771989947,39.9,-4.4,0.814781814027873,7132.6,65.23698880511766
14,39215,441,12,462.5,17,1,0,1,1.9681952872062665,907.5,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39215,441,12,462.5,17,1,0,1,1.9681952872062665,1810.0,907.5,26.9375,36.5,16.8,0.0,0.0,44.290625
16,39215,441,12,462.5,17,1,0,1,1.9681952872062665,1970.0,1358.75,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
21,39261,64,19,555.0,87,2,0,0,1.08,,0.0,16.10098240804204,40.8,-4.1,0.6585103952478867,5764.6,65.2077678775417
21,39261,64,19,555.0,94,2,0,0,2.4291,,0.0,16.10098240804204,40.8,-4.1,0.6585103952478867,5764.6,65.2077678775417
14,39276,700,16,605.0,17,2,0,1,0.3938,3320.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39276,700,16,605.0,17,2,0,1,0.3938,3700.0,3320.0,26.95,37.2,15.9,0.0,0.0,45.45625
16,39276,700,16,605.0,17,2,0,1,0.3938,4024.0,3510.0,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,39276,700,16,605.0,17,2,0,1,0.3938,2040.0,3681.3333333333335,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,39276,700,16,605.0,17,2,0,1,0.3938,3092.0,3271.0,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,39276,700,16,605.0,17,2,0,1,0.3938,3104.0,3235.2,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,39276,700,16,605.0,17,2,0,1,0.3938,2532.0,3213.3333333333335,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,39276,700,16,605.0,17,2,0,1,0.3938,,3116.0,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,39311,616,7,635.0,17,1,0,1,1.35,3440.205,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39311,616,7,635.0,17,1,0,1,1.35,2166.055,3440.205,26.565625,36.4,16.2,0.0,0.0,44.759375
16,39311,616,7,635.0,17,1,0,1,1.35,4540.0,2803.13,15.705425372272884,40.9,-4.0,1.2759066759066757,11046.8,71.1683056325023
17,39311,616,7,635.0,17,1,0,1,1.35,4110.0,3382.0866666666666,15.736726730173306,39.3,-5.3,2.30067714908757,20045.8,69.43474119132331
18,39311,616,7,635.0,17,1,0,1,1.35,4060.0,3564.065,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
19,39311,616,7,635.0,17,1,0,1,1.35,5340.0,3663.2520000000004,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
20,39311,616,7,635.0,17,1,0,1,1.35,3060.0,3942.7100000000005,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
14,39360,464,3,655.0,32,2,0,1,3.071040769230769,1734.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
16,39360,464,3,655.0,32,2,0,1,3.071040769230769,200.277,1734.0,15.738150756089116,40.5,-3.3,1.2796373296373298,11079.1,72.30766389658356
17,39360,464,3,655.0,32,2,0,1,3.071040769230769,11984.252,967.1385,15.57711465626076,38.8,-5.4,2.4954435900378744,21742.8,70.07266154022724
18,39360,464,3,655.0,32,2,0,1,3.071040769230769,4683.245,4639.509666666667,14.67953972979162,38.9,-3.8,1.1839248912296771,10340.4,66.52989466452942
19,39360,464,3,655.0,32,2,0,1,3.071040769230769,2961.672,4650.4435,14.79364498799863,36.7,-6.3,1.5608640987541433,13656.0,65.49443364955995
21,39360,464,3,655.0,32,2,0,1,3.071040769230769,,4312.6892,15.307767877541696,40.2,-4.7,0.7736006397075623,6772.1,65.57846698652045
14,39495,511,16,620.0,17,1,0,1,3.76,17820.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39495,511,16,620.0,17,1,0,1,3.76,14660.0,17820.0,26.95,37.2,15.9,0.0,0.0,45.45625
16,39495,511,16,620.0,17,1,0,1,3.76,14320.0,16240.0,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,39495,511,16,620.0,17,1,0,1,3.76,11990.0,15600.0,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,39495,511,16,620.0,17,1,0,1,3.76,12680.0,14697.5,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,39495,511,16,620.0,17,1,0,1,3.76,17620.0,14294.0,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,39495,511,16,620.0,17,1,0,1,3.76,11340.0,14848.333333333334,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,39495,511,16,620.0,17,1,0,1,3.76,,14347.142857142857,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,39664,919,14,655.0,68,1,0,0,1.4329,7040.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,39664,919,14,655.0,59,1,0,1,1.4329,1940.0,7040.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,39664,919,14,655.0,59,2,0,1,1.4329,3165.0,4490.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39664,919,14,655.0,68,1,0,0,1.4329,6130.0,4048.3333333333335,26.8,35.5,16.9,0.0,0.0,41.1875
15,39664,919,14,655.0,59,1,0,1,1.4329,2110.0,4568.75,26.8,35.5,16.9,0.0,0.0,41.1875
15,39664,919,14,655.0,59,2,0,1,1.4329,3910.0,4077.0,26.8,35.5,16.9,0.0,0.0,41.1875
16,39664,919,14,655.0,68,1,0,0,1.4329,6320.0,4049.1666666666665,14.905910192773865,39.7,-4.3,1.4217833217833218,12309.8,72.59419436749769
16,39664,919,14,655.0,59,1,0,1,1.4329,2900.0,4373.571428571428,14.905910192773865,39.7,-4.3,1.4217833217833218,12309.8,72.59419436749769
16,39664,919,14,655.0,59,2,0,1,1.4329,3675.0,4189.375,14.905910192773865,39.7,-4.3,1.4217833217833218,12309.8,72.59419436749769
17,39664,919,14,655.0,68,1,0,0,1.4329,5650.0,4132.222222222223,14.675714449672903,37.9,-6.0,2.384781361184437,20778.6,70.2773671525307
17,39664,919,14,655.0,59,1,0,1,1.4329,1535.0,4284.0,14.675714449672903,37.9,-6.0,2.384781361184437,20778.6,70.2773671525307
17,39664,919,14,655.0,59,2,0,1,1.4329,2115.0,4034.090909090909,14.675714449672903,37.9,-6.0,2.384781361184437,20778.6,70.2773671525307
18,39664,919,14,655.0,68,1,0,0,1.4329,5650.0,3874.1666666666665,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
18,39664,919,14,655.0,59,1,0,1,1.4329,4405.0,4010.769230769231,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
18,39664,919,14,655.0,59,2,0,1,1.4329,770.0,4038.9285714285716,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
19,39664,919,14,655.0,68,1,0,0,1.4329,4500.0,3821.0,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
19,39664,919,14,655.0,59,1,0,1,1.4329,2035.0,3863.4375,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
19,39664,919,14,655.0,59,2,0,1,1.4329,3345.0,3755.8823529411766,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
20,39664,919,14,655.0,68,1,0,0,1.4329,3960.0,3733.0555555555557,14.742134639480579,37.1,-2.9,1.422690511447773,12489.8,67.97464403690626
20,39664,919,14,655.0,59,1,0,1,1.122,1270.0,3745.0,14.742134639480579,37.1,-2.9,1.422690511447773,12489.8,67.97464403690626
20,39664,919,14,655.0,59,2,0,1,1.122,3220.0,3621.25,14.742134639480579,37.1,-2.9,1.422690511447773,12489.8,67.97464403690626
21,39664,919,14,655.0,68,1,0,0,1.4329,,3602.1428571428573,14.366997943797122,39.2,-5.8,0.7119031299977153,6232.0,65.58618917066484
21,39664,919,14,655.0,59,1,0,1,1.122,,3602.1428571428573,14.366997943797122,39.2,-5.8,0.7119031299977153,6232.0,65.58618917066484
21,39664,919,14,655.0,59,2,0,1,1.122,,3602.1428571428573,14.366997943797122,39.2,-5.8,0.7119031299977153,6232.0,65.58618917066484
14,39816,757,12,470.0,40,1,0,1,2.182638153846154,350.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,39816,757,12,470.0,40,1,0,1,2.182638153846154,490.0,350.0,26.9375,36.5,16.8,0.0,0.0,44.290625
15,39939,441,12,462.5,87,2,0,0,0.6882,5420.0,0.0,26.9375,36.5,16.8,0.0,0.0,44.290625
16,39939,441,12,462.5,87,2,0,0,0.6882,9220.0,5420.0,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
17,39939,441,12,462.5,87,2,0,0,0.6882,6320.0,7320.0,16.124870882589235,39.5,-4.9,2.5008263514288993,21789.7,69.32069321703202
18,39939,441,12,462.5,87,2,0,0,0.6882,9910.0,6986.666666666667,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
19,39939,441,12,462.5,87,2,0,0,0.6882,8590.0,7717.5,15.551708766716196,37.7,-5.7,1.5205394902274547,13303.2,64.97092239113042
20,39939,441,12,462.5,87,2,0,0,0.6882,11460.0,7892.0,16.360485248889397,39.1,-0.9,1.5527622736074724,13631.7,67.8098758400729
21,39939,441,12,462.5,87,2,0,0,0.6882,,8486.666666666666,16.0309915467215,40.9,-3.7,0.7330249029015307,6416.9,65.6128169979438
16,39979,751,5,610.0,17,1,0,1,0.7419,3473.25,0.0,15.465358420870368,40.8,-3.9,1.512843612843613,13098.2,72.79728762696213
17,39979,751,5,610.0,17,1,0,1,0.7419,3449.202,3473.25,15.549431883392632,39.6,-6.4,2.445736256168943,21309.7,70.25519338918856
18,39979,751,5,610.0,17,1,0,1,0.7419,3219.624,3461.226,14.773505839248912,38.6,-5.2,1.1032745591939546,9636.0,66.50934279825967
19,39979,751,5,610.0,17,1,0,1,0.7419,3078.558,3380.6920000000005,14.761641330437765,37.4,-7.4,1.3924105612069952,12182.2,66.03196936792776
20,39979,751,5,610.0,17,1,0,1,0.7419,3189.198,3305.1585,15.630265406082698,38.6,-1.1,1.5465087139765348,13576.8,68.23233853514067
21,39979,751,5,610.0,17,1,0,1,0.7419,,3281.9664,15.463022618231664,40.0,-4.5,0.701507882111035,6141.0,65.25177061914553
16,40129,585,15,575.0,17,1,0,1,0.1727,640.0,0.0,15.261399053445688,40.2,-4.0,1.4003811503811503,12124.5,72.45013850415512
17,40129,585,15,575.0,17,1,0,1,0.1727,480.0,640.0,15.18133823023069,38.5,-5.4,2.3470216917250086,20449.6,69.7971881097211
18,40129,585,15,575.0,17,1,0,1,0.1727,540.0,560.0,14.31360201511335,38.2,-4.4,1.146691092283032,10015.2,66.16230822074651
